Date,Price,Daily_Return,Golden_Cross,EMA_crossover,RSI_14,MACD_Hist,ROC_5,BB_Width,BB_Pct,ATR_Pct,HV_20,Vol_Ratio
2016-07-12,39031.62,1.72972448887041,0,1,68.69729626414076,-2.371682817029182,5.272836285282678,0.06965429907469052,0.9270522516119308,1.3783006597115202,18.41035314575629,1.5966966739569088
2016-07-13,39049.46,0.0457065322935434,0,1,68.83933905841515,39.13164345414248,3.3421662775954486,0.07339304235356374,0.8817212506880687,1.2865649507793828,18.415100295591177,1.208526852737952
2016-07-14,39257.0,0.5314798207196825,0,1,70.51552575721462,72.42189922366975,3.899740468997881,0.0775360549336776,0.899538516910716,1.227082500067418,18.424213846391357,0.7814821182185664
2016-07-15,39188.47,-0.1745675930407308,0,1,69.19199157155506,81.03602469148353,3.217841079934125,0.07614202465118763,0.8434419354240921,1.1560347727565539,17.622343351054564,1.0558213716108453
2016-07-18,39253.25,0.1653037232634879,0,1,69.76960741534742,82.05489832244143,2.307367918440284,0.07364746158911264,0.8366921380745702,1.123653951617002,17.615124381634104,1.0508081659188797
2016-07-19,39208.88,-0.1130352263825407,0,1,68.81788572555595,71.10708649020938,0.454144614033436,0.07371605840923114,0.7900778165004062,1.0286477675329853,17.132600177153197,1.0307005409730705
2016-07-20,39098.79,-0.2807782318699159,0,1,66.39774755757853,48.87652612983584,0.12632697097476608,0.07542935195004122,0.7359974920879652,1.0107894207350032,14.374571259329775,1.3122511147028109
2016-07-21,39306.79,0.5319857724497279,0,1,68.64159316973638,40.927881477537426,0.12683088366405304,0.07785389158643616,0.7887052952387965,0.982185457596536,14.388700001532065,1.2387191716458927
2016-07-22,39151.78,-0.3943593460570049,0,1,65.15002723218228,19.087812928359426,-0.09362447679126529,0.07920822153689645,0.7265966406810632,0.9589231920769428,14.48368276666418,1.057576317898055
2016-07-25,39017.32,-0.3434326612991811,0,1,62.19470799826696,-9.0462905107006,-0.6010457732799179,0.08020038683452294,0.6712064754577831,0.8894855722026777,14.221460765256028,0.656475747615567
2016-07-26,39147.33,0.3332109945019423,0,1,63.89987469827797,-22.75206101552692,-0.15697974540460624,0.08153305804051511,0.6979857843023912,0.8362689727553049,14.227172580702382,0.9998800996505127
2016-07-27,39434.97,0.7347627539349366,0,1,67.40295201590192,-16.584517925972477,0.8598220047218774,0.08346585036419159,0.7624237604042046,0.8756729822756604,14.078050630522409,0.9183709233654032
2016-07-28,39468.98,0.0862432505971178,0,1,67.80080992558501,-14.432354288672173,0.4126259101798979,0.08525061236632818,0.7481612485520129,0.8903596211777203,14.07845685966939,0.7866065232477446
2016-07-29,39505.28,0.0919709604859209,0,1,68.24629059870074,-14.730735970441287,0.9028963689517999,0.0813601729910148,0.7372870404242619,0.8659409899198672,10.871053266349975,0.854823347190201
2016-08-01,39800.64,0.7476468968198757,0,1,71.67960068724047,0.016747993173794384,2.0076212307764907,0.07297039600530127,0.8190549983011388,0.8828838539839219,9.979606642640034,1.0849962650730978
2016-08-02,39786.93,-0.0344466822643996,0,1,71.29426112914184,3.697438049826019,1.633827900906648,0.06079829757468774,0.8187170634824664,0.8275237649565599,10.037221081653222,1.074204512519651
2016-08-03,39615.76,-0.4302166565754106,0,1,66.48842516196973,-9.808428323759927,0.4584509637004963,0.05407390844364065,0.7333672152486737,0.8009206292741756,8.584102742252009,0.9005379280810694
2016-08-04,39446.7,-0.4267493542973954,0,1,62.0402124720247,-33.22148481336012,-0.05644939392912551,0.04372585669090426,0.6408557288833676,0.8418921947317453,8.867135249086417,0.8098049616096972
2016-08-05,39390.21,-0.1432058955501913,0,1,60.58174525304307,-54.35715212421587,-0.29127752037195753,0.032110915042281606,0.5902346015109579,0.7908636771980022,8.894749859810853,1.2290327371480703
2016-08-08,39476.17,0.2182268132106868,0,1,62.043968582242044,-63.742712256891764,-0.8152381469242687,0.023817337454359152,0.6540955523767209,0.7248182422300486,8.288459522457863,0.8509622353533028
2016-08-09,39663.71,0.4750714165026704,0,1,65.08686618434677,-58.643645450967824,-0.30969969283882737,0.02379888235755241,0.8205457524088898,0.7132323660458887,6.027956555754662,1.1620920090956917
