Date,Price,Open,High,Low,Vol.,Change %
10/29/2021,"46,218.93","45,980.40","46,292.03","45,681.59",138.13M,0.50%
10/28/2021,"45,990.73","45,865.92","46,061.63","45,765.76",95.42M,0.30%
10/27/2021,"45,851.04","45,544.03","46,024.76","45,537.46",88.03M,1.31%
10/26/2021,"45,255.98","45,483.54","45,516.78","45,213.63",69.35M,-0.38%
10/25/2021,"45,429.22","45,608.03","45,655.25","45,308.07",48.92M,-0.33%
10/22/2021,"45,578.36","45,821.40","46,037.95","45,180.72",,-0.53%
10/21/2021,"45,821.40","45,499.46","46,164.48","45,481.99",,0.71%
10/20/2021,"45,499.46","44,629.45","45,563.61","44,629.45",,1.95%
10/18/2021,"44,629.45","44,821.53","44,990.11","44,442.28",,-0.43%
10/15/2021,"44,821.53","44,333.68","44,834.83","44,197.14",,1.10%
10/14/2021,"44,333.68","43,221.78","44,431.65","43,046.25",,2.57%
10/13/2021,"43,221.78","43,883.08","44,172.74","43,067.61",,-1.51%
10/12/2021,"43,883.08","43,829.35","44,051.16","43,149.28",,0.12%
10/11/2021,"43,829.35","44,477.24","44,544.10","43,718.37",,-1.46%
10/8/2021,"44,477.23","44,586.05","44,670.50","44,338.17",,-0.24%
10/7/2021,"44,586.04","44,373.23","44,947.38","44,373.23",,0.48%
10/6/2021,"44,373.23","44,666.57","44,795.20","44,284.55",,-0.66%
10/5/2021,"44,666.57","45,044.50","45,101.36","44,593.75",,-0.84%
10/4/2021,"45,044.50","44,871.70","45,105.04","44,561.82",,0.39%
10/1/2021,"44,871.70","44,899.60","45,003.26","44,599.61",,-0.06%
9/30/2021,"44,899.60","44,366.74","44,899.60","43,972.09",,1.20%
9/29/2021,"44,366.74","45,274.93","45,342.26","43,975.04",,-2.01%
9/28/2021,"45,274.93","44,817.76","45,294.37","44,747.22",,1.02%
9/27/2021,"44,817.76","45,073.52","45,236.48","44,341.51",,-0.57%
9/24/2021,"45,073.52","45,296.88","45,424.26","44,861.09",,-0.49%
9/23/2021,"45,296.88","45,597.24","45,939.39","45,083.51",,-0.66%
9/22/2021,"45,597.24","46,008.85","46,031.89","44,788.17",,-0.89%
9/21/2021,"46,008.85","46,528.21","46,833.14","45,778.19",,-1.12%
9/20/2021,"46,528.21","46,636.08","46,691.23","46,215.18",,-0.23%
9/17/2021,"46,636.08","46,920.46","47,181.74","46,555.87",,-0.61%
9/16/2021,"46,920.46","46,716.72","46,958.37","46,623.41",,0.44%
9/15/2021,"46,716.72","46,891.34","46,952.31","46,505.13",,-0.37%
9/14/2021,"46,891.34","47,270.46","47,387.34","46,607.21",,-0.80%
9/13/2021,"47,270.46","47,198.29","47,369.98","47,168.75",,0.15%
9/10/2021,"47,198.29","46,625.12","47,226.11","46,625.12",,1.23%
9/9/2021,"46,625.12","46,396.71","46,665.48","46,396.71",,0.49%
9/8/2021,"46,396.71","46,729.96","46,875.49","46,309.86",,-0.71%
9/7/2021,"46,729.96","46,918.52","46,994.84","46,617.98",,-0.40%
9/6/2021,"46,918.52","46,957.47","47,087.30","46,888.95",,-0.08%
9/3/2021,"46,957.47","46,903.06","47,113.42","46,879.28",,0.12%
9/2/2021,"46,903.06","47,413.46","47,489.40","46,874.64",,-1.08%
9/1/2021,"47,413.46","47,419.74","47,628.59","47,355.14",,-0.01%
8/31/2021,"47,419.74","47,365.70","47,596.04","47,349.49",,0.11%
8/30/2021,"47,365.70","47,136.53","47,468.14","47,136.53",,0.49%
8/27/2021,"47,136.53","47,363.27","47,392.24","46,869.10",,-0.48%
8/26/2021,"47,363.27","47,635.90","47,759.50","47,262.11",,-0.57%
8/25/2021,"47,635.90","47,828.71","47,916.76","47,617.93",,-0.40%
8/24/2021,"47,828.71","48,112.21","48,114.95","47,739.53",,-0.59%
8/23/2021,"48,112.21","47,599.82","48,144.89","47,599.82",,1.08%
8/20/2021,"47,599.82","47,258.45","47,644.34","47,258.45",,0.72%
8/17/2021,"47,258.45","46,912.79","47,274.52","46,912.79",,0.74%
8/16/2021,"46,912.79","47,169.84","47,173.03","46,672.19",,-0.54%
8/13/2021,"47,169.84","47,270.76","47,320.31","47,123.38",,-0.21%
8/12/2021,"47,270.76","47,377.38","47,555.99","47,175.00",,-0.23%
8/11/2021,"47,377.38","47,135.48","47,627.59","47,135.48",,0.51%
8/10/2021,"47,135.48","47,123.62","47,272.88","46,928.16",,0.03%
8/9/2021,"47,123.62","47,489.95","47,625.42","47,053.86",,-0.77%
8/6/2021,"47,489.95","47,640.88","47,752.77","47,425.03",,-0.32%
8/5/2021,"47,640.88","47,789.88","47,896.39","47,582.77",,-0.31%
8/4/2021,"47,789.88","47,758.32","47,980.12","47,709.38",,0.07%
8/3/2021,"47,758.32","47,453.25","47,808.63","47,453.25",,0.64%
8/2/2021,"47,453.25","47,055.29","47,508.74","47,047.14",,0.85%
7/30/2021,"47,055.29","47,312.33","47,642.79","46,925.16",,-0.54%
7/29/2021,"47,312.33","47,318.03","47,353.91","46,955.10",,-0.01%
7/28/2021,"47,318.03","47,686.99","47,870.56","47,241.55",,-0.77%
7/27/2021,"47,686.99","47,672.68","47,910.12","47,616.73",,0.03%
7/26/2021,"47,672.68","47,793.07","47,930.54","47,606.89",,-0.25%
7/23/2021,"47,793.07","47,873.26","47,946.45","47,686.50",,-0.17%
7/19/2021,"47,873.26","47,834.33","48,006.44","47,751.38",,0.08%
7/16/2021,"47,834.33","47,628.26","47,889.70","47,627.61",,0.43%
7/15/2021,"47,628.26","47,491.47","47,737.38","47,388.42",,0.29%
7/14/2021,"47,491.47","47,480.49","47,594.66","47,442.19",,0.02%
7/13/2021,"47,480.49","47,447.08","47,586.07","47,439.89",,0.07%
7/12/2021,"47,447.08","47,563.45","47,715.28","47,407.85",,-0.24%
7/9/2021,"47,563.45","48,053.17","48,053.17","47,544.08",,-1.02%
7/8/2021,"48,053.17","47,247.92","48,053.17","47,247.92",,1.70%
7/7/2021,"47,247.92","47,346.16","47,375.36","47,034.95",,-0.21%
7/6/2021,"47,346.16","47,429.12","47,665.41","47,242.52",,-0.17%
7/5/2021,"47,429.12","47,686.18","47,739.50","47,375.13",,-0.54%
7/2/2021,"47,686.18","47,800.57","48,079.85","47,637.76",,-0.24%
7/1/2021,"47,800.57","47,356.02","47,843.34","47,356.02",,0.94%
6/30/2021,"47,356.02","47,137.77","47,460.31","47,137.77",,0.46%
6/29/2021,"47,137.77","47,002.35","47,508.77","46,986.47",,0.29%
6/28/2021,"47,002.35","47,603.36","47,662.35","46,902.38",,-1.47%
6/25/2021,"47,703.94","47,962.54","48,040.10","47,476.38",,-0.54%
6/24/2021,"47,962.54","47,900.70","48,118.23","47,897.39",,0.13%
6/23/2021,"47,900.70","47,987.14","48,134.94","47,873.14",,-0.18%
6/22/2021,"47,987.14","48,012.52","48,154.56","47,931.78",,-0.05%
6/21/2021,"48,012.52","48,238.67","48,370.42","47,963.97",,-0.47%
6/18/2021,"48,238.67","48,157.63","48,411.87","48,022.72",,0.22%
6/17/2021,"48,131.25","48,480.90","48,544.65","48,115.84",,-0.72%
6/16/2021,"48,480.90","48,632.56","48,878.20","48,431.96",,-0.31%
6/15/2021,"48,632.56","48,726.08","48,841.47","48,511.58",,-0.19%
6/14/2021,"48,726.08","48,304.72","48,976.09","48,304.72",,0.87%
6/11/2021,"48,304.72","48,251.49","48,531.40","48,245.40",,0.11%
6/10/2021,"48,251.49","47,777.62","48,287.52","47,777.62",,0.99%
6/9/2021,"47,777.62","48,147.98","48,311.92","47,725.94",,-0.77%
6/8/2021,"48,147.98","48,302.66","48,409.88","48,000.26",,-0.32%
6/7/2021,"48,302.66","48,211.70","48,632.95","48,211.70",,0.19%
6/4/2021,"48,211.70","48,093.53","48,426.53","48,093.53",,0.25%
6/3/2021,"48,093.53","48,126.90","48,434.40","48,010.32",,-0.07%
6/2/2021,"48,126.90","48,191.26","48,286.46","47,960.46",,-0.13%
6/1/2021,"48,191.26","47,896.34","48,226.56","47,896.34",,0.62%
5/31/2021,"47,896.34","47,126.29","47,979.68","47,126.29",,1.63%
5/28/2021,"47,126.29","46,790.75","47,246.50","46,698.23",,0.72%
5/27/2021,"46,790.75","46,812.31","47,204.13","46,675.69",,-0.05%
5/26/2021,"46,812.31","46,300.66","46,856.27","46,300.66",,1.11%
5/25/2021,"46,300.66","46,097.11","46,369.19","46,048.84",,0.44%
5/24/2021,"46,097.11","45,914.98","46,314.83","45,914.98",,0.40%
5/21/2021,"45,914.98","45,574.07","45,948.11","45,560.13",,0.75%
5/20/2021,"45,574.07","45,682.11","45,831.12","45,518.74",,-0.24%
5/19/2021,"45,682.11","45,981.82","45,981.82","45,612.88",,-0.65%
5/18/2021,"45,981.82","45,796.31","46,033.92","45,618.78",,0.41%
5/17/2021,"45,796.31","45,174.67","45,806.98","45,174.67",,1.38%
5/6/2021,"45,174.67","44,943.61","45,243.83","44,889.59",,0.51%
5/5/2021,"44,943.61","44,563.59","45,173.61","44,563.59",,0.85%
5/4/2021,"44,563.59","44,076.20","44,620.41","44,076.20",,1.11%
5/3/2021,"44,076.20","44,262.35","44,326.01","43,630.07",,-0.42%
4/30/2021,"44,262.35","44,863.11","45,056.90","44,151.69",,-1.34%
4/29/2021,"44,863.11","45,059.12","45,143.34","44,781.30",,-0.44%
4/28/2021,"45,059.12","45,292.87","45,588.94","45,020.83",,-0.52%
4/27/2021,"45,292.87","45,682.77","45,937.68","45,169.80",,-0.85%
4/26/2021,"45,682.77","44,706.76","45,952.45","44,389.68",,2.18%
4/23/2021,"44,706.76","44,929.61","44,929.61","44,363.40",,-0.50%
4/22/2021,"44,929.61","45,306.54","45,496.82","44,882.75",,-0.83%
4/21/2021,"45,306.54","45,399.78","45,626.88","45,226.18",,-0.21%
4/20/2021,"45,399.78","44,913.57","45,558.13","44,913.57",,1.08%
4/19/2021,"44,913.57","45,305.63","45,305.63","44,611.83",,-0.87%
4/16/2021,"45,305.63","45,230.18","45,471.35","45,230.18",,0.17%
4/15/2021,"45,230.18","45,311.22","45,447.49","45,174.89",,-0.18%
4/14/2021,"45,311.22","45,048.57","45,347.40","45,048.57",,0.58%
4/13/2021,"45,048.57","45,009.78","45,133.41","44,887.03",,0.16%
4/12/2021,"44,978.05","45,186.48","45,267.06","44,758.34",,-0.46%
4/9/2021,"45,186.48","44,741.36","45,249.61","44,741.36",,0.99%
4/8/2021,"44,741.36","43,953.58","44,759.37","43,953.58",,1.79%
4/7/2021,"43,953.58","44,404.70","44,571.91","43,758.05",,-1.02%
4/6/2021,"44,404.70","43,548.21","44,478.24","43,548.21",,1.97%
4/5/2021,"43,548.21","44,300.95","44,431.24","43,471.19",,-1.70%
4/2/2021,"44,300.95","44,428.10","44,609.28","44,197.90",,-0.29%
4/1/2021,"44,428.10","44,587.85","44,877.46","44,334.22",,-0.36%
3/31/2021,"44,587.85","44,491.03","45,133.25","44,477.90",,0.22%
3/30/2021,"44,491.03","44,431.80","44,808.63","44,199.26",,0.13%
3/29/2021,"44,431.80","45,521.63","45,521.63","44,315.43",,-2.39%
3/26/2021,"45,521.63","45,726.16","45,757.56","45,436.91",,-0.45%
3/25/2021,"45,726.16","45,544.20","46,000.11","45,544.20",,0.40%
3/24/2021,"45,544.19","45,407.33","45,593.61","45,258.99",,0.30%
3/22/2021,"45,407.33","44,901.31","45,465.13","44,735.59",,1.13%
3/19/2021,"44,901.31","44,724.09","45,172.33","44,393.28",,0.40%
3/18/2021,"44,724.09","45,450.31","45,612.95","44,641.49",,-1.60%
3/17/2021,"45,450.31","44,857.06","45,540.63","44,857.06",,1.32%
3/16/2021,"44,857.06","44,766.59","44,910.93","44,545.43",,0.20%
3/15/2021,"44,766.59","43,788.08","44,839.19","43,788.08",,2.23%
3/12/2021,"43,788.08","42,779.76","43,986.18","42,779.76",,2.36%
3/11/2021,"42,779.76","43,691.68","43,891.00","42,689.42",,-2.09%
3/10/2021,"43,691.68","44,222.91","44,424.04","43,620.84",,-1.20%
3/9/2021,"44,222.91","45,051.06","45,129.55","43,946.30",,-1.84%
3/8/2021,"45,051.05","45,837.35","46,432.39","44,867.62",,-1.72%
3/5/2021,"45,837.35","45,278.54","45,946.69","45,168.21",,1.23%
3/4/2021,"45,278.53","46,160.78","46,160.78","45,087.63",,-1.91%
3/3/2021,"46,160.78","45,964.27","46,189.25","45,923.57",,0.43%
3/2/2021,"45,964.27","45,593.43","46,077.92","45,535.87",,0.81%
3/1/2021,"45,593.43","45,865.02","46,009.38","45,092.80",,-0.59%
2/26/2021,"45,865.02","45,965.63","46,239.89","45,753.07",,-0.22%
2/25/2021,"45,965.62","45,362.58","46,004.68","45,362.58",,1.33%
2/24/2021,"45,362.58","45,728.75","45,887.77","45,205.48",,-0.80%
2/23/2021,"45,728.75","45,890.04","46,083.66","45,663.03",,-0.35%
2/22/2021,"45,890.04","46,227.65","46,402.73","45,763.05",,-0.73%
2/19/2021,"46,227.65","46,142.74","46,378.35","46,137.20",,0.18%
2/18/2021,"46,142.74","46,768.14","46,817.51","46,120.61",,-1.34%
2/17/2021,"46,768.14","46,867.95","47,305.86","46,726.85",,-0.21%
2/16/2021,"46,867.95","46,375.59","46,884.53","46,375.59",,1.06%
2/15/2021,"46,375.59","45,808.36","46,507.42","45,808.36",,1.24%
2/12/2021,"45,808.36","46,055.52","46,358.08","45,731.88",,-0.54%
2/11/2021,"46,055.52","46,644.29","46,935.32","45,960.44",,-1.26%
2/10/2021,"46,644.29","46,674.77","46,845.44","46,341.76",,-0.07%
2/9/2021,"46,674.77","46,721.87","46,990.92","46,628.97",,-0.10%
2/8/2021,"46,721.87","46,905.79","47,074.16","46,659.24",,-0.39%
2/4/2021,"46,905.79","46,933.63","47,339.21","46,746.58",,-0.06%
2/3/2021,"46,933.63","46,580.34","47,123.82","46,580.34",,0.76%
2/2/2021,"46,580.34","46,248.45","46,642.72","46,248.45",,0.72%
2/1/2021,"46,248.45","46,385.54","46,762.64","46,188.25",,-0.30%
1/29/2021,"46,385.54","46,166.05","46,656.98","46,166.05",,0.48%
1/28/2021,"46,166.05","46,458.13","46,645.17","46,110.92",,-0.63%
1/27/2021,"46,458.13","46,287.38","46,698.33","46,287.38",,0.37%
1/26/2021,"46,287.38","46,087.64","46,398.01","46,087.64",,0.43%
1/25/2021,"46,087.64","45,868.04","46,189.02","45,868.04",,0.48%
1/22/2021,"45,868.04","45,984.46","46,116.85","45,690.50",,-0.25%
1/21/2021,"45,984.46","45,676.94","46,143.53","45,676.94",,0.67%
1/20/2021,"45,676.94","45,903.23","45,903.23","45,545.43",,-0.49%
1/19/2021,"45,903.23","45,726.68","45,978.00","45,596.81",,0.39%
1/18/2021,"45,726.68","45,931.00","46,047.56","45,714.17",,-0.44%
1/15/2021,"45,931.00","45,989.35","46,177.38","45,875.21",,-0.13%
1/14/2021,"45,989.35","46,091.96","46,272.58","45,852.83",,-0.22%
1/13/2021,"46,091.96","45,922.04","46,314.15","45,922.04",,0.37%
1/12/2021,"45,922.04","45,605.42","46,013.36","45,605.42",,0.69%
1/11/2021,"45,605.42","46,086.85","46,109.36","45,529.48",,-0.11%
1/8/2021,"45,654.34","45,344.54","45,916.33","45,344.54",,0.68%
1/7/2021,"45,344.54","45,153.42","45,619.80","45,153.42",,0.42%
