Date,Log_Return,SPY_Log_Return,EEM_Log_Return,VEA_Close_Log_Return,VIX_Change,Is_Post_Holiday,Is_IMF_Event,IMF_3Day_Window,USDPKR_Log_Return,annual_gdp_growth,EMA_crossover,RSI_OB,RSI_OS,MACD_Hist,True_Range,kibor_rate_change_5,kibor_rate_change_20,return_lag_1,return_lag_2,return_lag_3,return_lag_5,return_lag_10,days_since_high_63,drawdown_252,target_next_log_return
2021-03-24,0.003009518,0.007953483,-0.002963183,-0.019572471879975795,-2.070001602,1,0,0,0.008517629918758853,6.513885759,0.0,0.0,0.0,,334.6200000000026,-0.11000000000000032,,0.011269604383480125,0.003962517739321214,-0.01597832886068329,0.0020209267670376896,,,,0.003987499579272066
2021-03-25,0.0039875,-0.005096245,-0.0231433,0.006362286640686439,0.900001526,0,0,0,0.0,6.513885759,0.0,0.0,0.0,,455.91999999999825,-0.019999999999999574,,0.0030140508151437206,0.011269604383480125,0.003962517739321214,0.013225342900314851,-0.01201255186508543,,,-0.00448296539644733
2021-03-26,-0.004482965,0.005609704,0.004633099,0.013613908663507172,-1.390001297,0,0,0,-0.006439172154485826,6.513885759,0.0,0.0,0.0,,320.6499999999942,0.009999999999999787,,0.003995460233237269,0.0030140508151437206,0.011269604383480125,-0.01597832886068329,-0.020871708297781177,,,-0.024232168318860912
2021-03-29,-0.024232168,0.01598643,0.025669129,-0.004855317292444767,-0.949998856,1,0,0,-0.0009047980104833177,6.513885759,0.0,0.0,0.0,,1206.199999999997,0.04999999999999982,,-0.0044729319059375605,0.003995460233237269,0.0030140508151437206,0.003962517739321214,0.023570024703270853,,,0.001332166525951982
2021-03-30,0.001332167,-0.000505149,-0.006969845,-0.0012175604680888952,1.879999161,0,0,0,-0.005251041419431197,6.513885759,0.0,0.0,1.0,,609.3699999999953,0.09999999999999964,,-0.023940926544150476,-0.0044729319059375605,0.003995460233237269,0.011269604383480125,0.02234649247009668,,,0.0021738045679585063
2021-03-31,0.002173805,-0.002656452,0.003208386,-0.002846675138690556,-1.129999161,0,0,0,-0.006848244735252859,6.513885759,0.0,0.0,0.0,,655.3499999999985,0.11000000000000032,,0.0013330542539351509,-0.023940926544150476,-0.0044729319059375605,0.0030140508151437206,0.0020209267670376896,,,-0.0035892482527220258
2021-04-01,-0.003589248,0.0040451,0.005074859,0.012947771125194386,-0.210000992,0,0,0,-0.003146277577183601,6.513885759,0.0,0.0,0.0,,543.239999999998,0.009999999999999787,,0.0021761689940646978,0.0013330542539351509,-0.023940926544150476,0.003995460233237269,0.013225342900314851,,,-0.002866030618733263
2021-04-02,-0.002866031,0.010741182,0.009701463,0.0,-2.069999695,0,0,0,0.0018365397197083822,6.513885759,0.0,0.0,1.0,,411.3799999999974,0.0,,-0.0035828146008385353,0.0021761689940646978,0.0013330542539351509,-0.0044729319059375605,-0.01597832886068329,,,-0.017137521244021972
2021-04-05,-0.017137521,0.010741182,0.009701463,0.01496287267671232,-2.069999695,1,0,0,0.0042504159691391825,6.513885759,0.0,0.0,1.0,,960.0499999999956,-0.019999999999999574,,-0.0028619274738285183,-0.0035828146008385353,0.0021761689940646978,-0.023940926544150476,0.003962517739321214,,,0.01947671941930579
2021-04-06,0.019476719,0.014251006,0.003891459,-0.008751022844785556,0.579999924,0,0,0,-0.013322223622237978,6.513885759,0.0,0.0,0.0,,930.0299999999988,-0.009999999999999787,,-0.01699150921142767,-0.0028619274738285183,-0.0035828146008385353,0.0013330542539351509,0.011269604383480125,,,-0.01021124267766163
2021-04-07,-0.010211243,-0.000590768,0.005533089,0.0017962313977146539,0.210000992,0,0,0,0.003998260772236708,6.513885759,0.0,0.0,0.0,,813.8600000000006,-0.03000000000000025,0.1899999999999995,0.0196676281298358,-0.01699150921142767,-0.0028619274738285183,0.0021761689940646978,0.0030140508151437206,,,0.0177642764402098
